year,month,temp
1952.0,1.0,-1.4009661835748783
1952.0,2.0,-4.0
1952.0,3.0,-10.106837606837606
1952.0,4.0,4.226190476190474
1952.0,5.0,7.037037037037035
1952.0,6.0,13.611111111111112
1952.0,7.0,16.23015873015873
1952.0,8.0,14.157706093189965
1952.0,9.0,8.461538461538462
1952.0,10.0,2.1626984126984143
1952.0,11.0,-2.3809523809523805
1952.0,12.0,-2.9111111111111097
1953.0,1.0,-5.396825396825396
1953.0,2.0,-8.662551440329217
1953.0,3.0,-0.4830917874396138
1953.0,4.0,4.423868312757201
1953.0,5.0,9.265232974910399
1953.0,6.0,17.037037037037035
1953.0,7.0,17.066666666666666
1953.0,8.0,15.114942528735629
1953.0,9.0,9.650205761316874
1953.0,10.0,7.222222222222222
1953.0,11.0,1.408730158730158
1953.0,12.0,-1.290322580645162
1954.0,1.0,-7.072649572649572
1954.0,2.0,-11.527777777777777
1954.0,3.0,-1.269841269841269
1954.0,4.0,1.4120370370370356
1954.0,5.0,11.455938697318008
1954.0,6.0,13.910256410256409
1954.0,7.0,16.92460317460317
1954.0,8.0,15.153256704980842
1954.0,9.0,11.303418803418802
1954.0,10.0,5.151515151515151
1954.0,11.0,0.06666666666666525
1954.0,12.0,-0.07936507936507907
1955.0,1.0,-5.473251028806584
1955.0,2.0,-8.26388888888889
1955.0,3.0,-5.74074074074074
1955.0,4.0,-1.0386473429951693
1955.0,5.0,6.091954022988504
1955.0,6.0,12.457264957264957
1955.0,7.0,17.93333333333333
1955.0,8.0,17.921810699588473
1955.0,9.0,13.078703703703702
1955.0,10.0,5.8641975308642
1955.0,11.0,-1.13425925925926
1955.0,12.0,-11.09126984126984
1956.0,1.0,-8.133333333333331
1956.0,2.0,-14.550264550264547
1956.0,3.0,-4.3869731800766285
1956.0,4.0,-0.3769841269841261
1956.0,5.0,8.64814814814815
1956.0,6.0,15.724637681159418
1956.0,7.0,15.416666666666666
1956.0,8.0,12.638888888888888
1956.0,9.0,8.452380952380953
1956.0,10.0,4.462365591397849
1956.0,11.0,-4.565217391304347
1956.0,12.0,-2.4521072796934873
1957.0,1.0,-2.4404761904761902
1957.0,2.0,-3.5185185185185177
1957.0,3.0,-7.28888888888889
1957.0,4.0,1.6388888888888904
1957.0,5.0,8.27485380116959
1957.0,6.0,12.407407407407408
1957.0,7.0,17.83333333333333
1957.0,8.0,15.358422939068102
1957.0,9.0,9.37037037037037
1957.0,10.0,5.651340996168581
1957.0,11.0,0.8237547892720323
1957.0,12.0,-2.0250896057347663
1958.0,1.0,-8.315412186379929
1958.0,2.0,-9.464285714285712
1958.0,3.0,-7.580645161290321
1958.0,4.0,1.0185185185185197
1958.0,5.0,8.225806451612902
1958.0,6.0,13.388888888888888
1958.0,7.0,15.340501792114692
1958.0,8.0,14.516129032258064
1958.0,9.0,10.407407407407408
1958.0,10.0,6.111111111111112
1958.0,11.0,3.185185185185185
1958.0,12.0,-6.61290322580645
1959.0,1.0,-5.148148148148148
1959.0,2.0,-2.361111111111111
1959.0,3.0,0.322580645161289
1959.0,4.0,3.870370370370371
1959.0,5.0,9.695340501792115
1959.0,6.0,15.074074074074074
1959.0,7.0,17.83154121863799
1959.0,8.0,16.965811965811966
1959.0,9.0,8.812260536398465
1959.0,10.0,4.767025089605734
1959.0,11.0,1.4074074074074063
1959.0,12.0,-5.148148148148148
1960.0,1.0,-10.229885057471265
1960.0,2.0,-8.9272030651341
1960.0,3.0,-4.587813620071684
1960.0,4.0,1.8518518518518527
1960.0,5.0,10.981481481481481
1960.0,6.0,16.277777777777775
1960.0,7.0,18.06513409961686
1960.0,8.0,15.107526881720428
1960.0,9.0,10.111111111111112
1960.0,10.0,3.27956989247312
1960.0,11.0,-0.6851851851851857
1960.0,12.0,-0.322580645161291
1961.0,1.0,-3.648148148148148
1961.0,2.0,-0.3571428571428569
1961.0,3.0,0.358422939068102
1961.0,4.0,2.62962962962963
1961.0,5.0,9.892473118279568
1961.0,6.0,17.0
1961.0,7.0,15.86021505376344
1961.0,8.0,14.175627240143369
1961.0,9.0,9.722222222222221
1961.0,10.0,8.655913978494622
1961.0,11.0,1.7222222222222228
1961.0,12.0,-5.07168458781362
1962.0,1.0,-3.655913978494624
1962.0,2.0,-5.198412698412699
1962.0,3.0,-7.491039426523297
1962.0,4.0,3.777777777777776
1962.0,5.0,8.584229390681005
1962.0,6.0,12.037037037037033
1962.0,7.0,14.623655913978492
1962.0,8.0,13.028673835125447
1962.0,9.0,9.37037037037037
1962.0,10.0,6.792114695340503
1962.0,11.0,1.5000000000000016
1962.0,12.0,-6.810035842293906
1963.0,1.0,-9.892473118279568
1963.0,2.0,-10.833333333333332
1963.0,3.0,-8.727598566308243
1963.0,4.0,2.8148148148148167
1963.0,5.0,13.207885304659497
1963.0,6.0,14.82758620689655
1963.0,7.0,16.881720430107528
1963.0,8.0,16.344086021505376
1963.0,9.0,12.629629629629628
1963.0,10.0,6.021505376344085
1963.0,11.0,-0.1851851851851845
1963.0,12.0,-4.13978494623656
1973.0,1.0,-1.9713261648745513
1973.0,2.0,-4.583333333333333
1973.0,3.0,-1.218637992831542
1973.0,4.0,2.6666666666666647
1973.0,5.0,10.161290322580642
1973.0,6.0,16.74074074074074
1973.0,7.0,19.731182795698924
1973.0,8.0,14.910394265232974
1973.0,9.0,6.9074074074074066
1973.0,10.0,2.2401433691756267
1973.0,11.0,-3.037037037037036
1973.0,12.0,-6.559139784946235
1974.0,1.0,-2.9211469534050174
1974.0,2.0,-0.515873015873015
1974.0,3.0,-1.1648745519713264
1974.0,4.0,2.6666666666666647
1974.0,5.0,7.132616487455196
1974.0,6.0,14.351851851851857
1974.0,7.0,15.698924731182796
1974.0,8.0,14.677419354838706
1974.0,9.0,12.222222222222221
1974.0,10.0,5.681003584229392
1974.0,11.0,2.203703703703705
1974.0,12.0,0.7347670250896045
1975.0,1.0,-1.3799283154121866
1975.0,2.0,-2.9563492063492074
1975.0,3.0,-0.35842293906809997
1975.0,4.0,3.3333333333333326
1975.0,5.0,11.888888888888888
1975.0,6.0,13.66666666666667
1975.0,7.0,17.706093189964154
1975.0,8.0,16.36200716845878
1975.0,9.0,12.870370370370368
1975.0,10.0,4.820788530465952
1975.0,11.0,1.1666666666666672
1975.0,12.0,-1.863799283154122
1976.0,1.0,-9.946236559139782
1976.0,2.0,-7.107279693486589
1976.0,3.0,-4.820788530465949
1976.0,4.0,2.1111111111111094
1976.0,5.0,11.200716845878135
1976.0,6.0,12.888888888888888
1976.0,7.0,15.734767025089603
1976.0,8.0,15.358422939068102
1976.0,9.0,8.185185185185185
1976.0,10.0,1.7025089605734756
1976.0,11.0,0.7407407407407421
1976.0,12.0,-4.318996415770608
1977.0,1.0,-6.451612903225805
1977.0,2.0,-8.908730158730158
1977.0,3.0,-2.168458781362007
1977.0,4.0,1.7592592592592577
1977.0,5.0,9.534050179211471
1977.0,6.0,14.33333333333333
1977.0,7.0,14.856630824372761
1977.0,8.0,14.695340501792115
1977.0,9.0,8.351851851851851
1977.0,10.0,5.3584229390681015
1977.0,11.0,1.7407407407407407
1977.0,12.0,-3.799283154121864
1978.0,1.0,-5.806451612903227
1978.0,2.0,-11.388888888888888
1978.0,3.0,-2.6164874551971327
1978.0,4.0,2.1666666666666656
1978.0,5.0,10.663082437275987
1978.0,6.0,14.666666666666666
1978.0,7.0,15.125448028673837
1978.0,8.0,13.548387096774196
1978.0,9.0,8.38888888888889
1978.0,10.0,3.9605734767025114
1978.0,11.0,2.0000000000000004
1978.0,12.0,-12.759856630824371
1979.0,1.0,-8.655913978494624
1979.0,2.0,-9.880952380952381
1979.0,3.0,-1.9892473118279577
1979.0,4.0,1.685185185185184
1979.0,5.0,10.555555555555555
1979.0,6.0,16.018518518518523
1979.0,7.0,14.838709677419358
1979.0,8.0,16.093189964157702
1979.0,9.0,9.574074074074074
1979.0,10.0,3.906810035842293
1979.0,11.0,1.3888888888888888
1979.0,12.0,-3.817204301075269
1980.0,1.0,-8.835125448028673
1980.0,2.0,-8.275862068965516
1980.0,3.0,-6.1648745519713275
1980.0,4.0,4.777777777777779
1980.0,5.0,7.150537634408601
1980.0,6.0,16.814814814814813
1980.0,7.0,16.72043010752688
1980.0,8.0,14.78494623655914
1980.0,9.0,10.814814814814817
1980.0,10.0,5.232974910394265
1980.0,11.0,-2.4629629629629637
1980.0,12.0,-2.9749103942652324
1981.0,1.0,-4.103942652329748
1981.0,2.0,-6.0714285714285685
1981.0,3.0,-5.78853046594982
1981.0,4.0,1.685185185185184
1981.0,5.0,11.075268817204302
1981.0,6.0,12.925925925925924
1981.0,7.0,16.559139784946236
1981.0,8.0,13.924731182795696
1981.0,9.0,10.277777777777777
1981.0,10.0,6.0573476702508975
1981.0,11.0,-0.01851851851851944
1981.0,12.0,-6.0752688172043
1982.0,1.0,-10.358422939068099
1982.0,2.0,-5.7142857142857135
1982.0,3.0,-0.35842293906809997
1982.0,4.0,2.685185185185187
1982.0,5.0,9.175627240143369
1982.0,6.0,11.555555555555554
1982.0,7.0,17.043010752688172
1982.0,8.0,15.663082437275984
1982.0,9.0,10.222222222222221
1982.0,10.0,4.928315412186378
1982.0,11.0,3.5555555555555545
1982.0,12.0,-0.179211469534051
1983.0,1.0,-1.5591397849462354
1983.0,2.0,-8.055555555555555
1983.0,3.0,-2.652329749103943
1983.0,4.0,5.203703703703705
1983.0,5.0,11.541218637992829
1983.0,6.0,13.537037037037035
1983.0,7.0,17.79569892473118
1983.0,8.0,15.663082437275984
1983.0,9.0,11.388888888888888
1983.0,10.0,5.842293906810036
1983.0,11.0,-1.6296296296296293
1983.0,12.0,-2.634408602150537
1984.0,1.0,-4.39068100358423
1984.0,2.0,-5.689655172413794
1984.0,3.0,-4.17562724014337
1984.0,4.0,4.685185185185184
1984.0,5.0,12.759856630824371
1984.0,6.0,13.944444444444445
1984.0,7.0,15.161290322580642
1984.0,8.0,14.910394265232974
1984.0,9.0,9.851851851851855
1984.0,10.0,7.132616487455196
1984.0,11.0,1.185185185185185
1984.0,12.0,-1.9534050179211464
1985.0,1.0,-15.519713261648745
1985.0,2.0,-15.119047619047619
1985.0,3.0,-2.508960573476702
1985.0,4.0,1.074074074074072
1985.0,5.0,9.42652329749104
1985.0,6.0,13.425925925925924
1985.0,7.0,15.806451612903226
1985.0,8.0,16.129032258064516
1985.0,9.0,9.185185185185183
1985.0,10.0,6.935483870967742
1985.0,11.0,-1.3518518518518519
1985.0,12.0,-6.469534050179211
1986.0,1.0,-7.903225806451615
1986.0,2.0,-11.607142857142858
1986.0,3.0,-1.2222222222222219
1986.0,4.0,0.5555555555555555
1986.0,5.0,10.878136200716845
1986.0,6.0,16.833333333333332
1986.0,7.0,17.1505376344086
1986.0,8.0,13.781362007168456
1986.0,9.0,7.074074074074073
1986.0,10.0,5.663082437275985
1986.0,11.0,3.6851851851851847
1986.0,12.0,-7.043010752688171
1987.0,1.0,-17.97491039426523
1987.0,2.0,-6.845238095238095
1987.0,3.0,-6.218637992831542
1987.0,4.0,2.62962962962963
1987.0,5.0,8.369175627240143
1987.0,6.0,12.685185185185187
1987.0,7.0,15.358422939068102
1987.0,8.0,12.526881720430106
1987.0,9.0,8.944444444444445
1987.0,10.0,6.971326164874551
1987.0,11.0,-0.4999999999999992
1987.0,12.0,-4.71326164874552
1988.0,1.0,-2.580645161290322
1988.0,2.0,-4.080459770114943
1988.0,3.0,-3.082437275985663
1988.0,4.0,1.6481481481481493
1988.0,5.0,12.11469534050179
1988.0,6.0,17.27777777777778
1988.0,7.0,19.76702508960573
1988.0,8.0,14.587813620071683
1988.0,9.0,11.277777777777777
1988.0,10.0,4.605734767025089
1988.0,11.0,-3.185185185185185
1988.0,12.0,-6.236559139784946
1989.0,1.0,-0.250896057347671
1989.0,2.0,0.4166666666666666
1989.0,3.0,1.5949820788530444
1989.0,4.0,5.518518518518516
1989.0,5.0,11.057347670250897
1989.0,6.0,16.12962962962963
1989.0,7.0,17.473118279569892
1989.0,8.0,14.354838709677418
1989.0,9.0,11.555555555555554
1989.0,10.0,5.3584229390681015
1989.0,11.0,0.4814814814814816
1989.0,12.0,-4.982078853046596
1990.0,1.0,-3.870967741935485
1990.0,2.0,1.1706349206349187
1990.0,3.0,1.3799283154121866
1990.0,4.0,6.203703703703703
1990.0,5.0,9.874551971326163
1990.0,6.0,14.388888888888888
1990.0,7.0,15.913978494623654
1990.0,8.0,15.78853046594982
1990.0,9.0,8.703703703703704
1990.0,10.0,5.3405017921146944
1990.0,11.0,-0.9814814814814808
1990.0,12.0,-1.0215053763440867
1991.0,1.0,-2.9928315412186373
1991.0,2.0,-6.25
1991.0,3.0,-0.6451612903225801
1991.0,4.0,3.6851851851851847
1991.0,5.0,8.046594982078851
1991.0,6.0,12.925925925925924
1991.0,7.0,17.724014336917563
1991.0,8.0,16.666666666666668
1991.0,9.0,9.944444444444443
1991.0,10.0,5.860215053763441
1991.0,11.0,3.185185185185185
1991.0,12.0,-1.2365591397849467
1992.0,1.0,-1.5770609318996418
1992.0,2.0,-2.0498084291187744
1992.0,3.0,0.9139784946236575
1992.0,4.0,2.0000000000000004
1992.0,5.0,11.451612903225804
1992.0,6.0,15.907407407407405
1992.0,7.0,16.810035842293907
1992.0,8.0,14.964157706093191
1992.0,9.0,12.018518518518515
1992.0,10.0,0.645161290322582
1992.0,11.0,-1.314814814814815
1992.0,12.0,0.44802867383512457
1993.0,1.0,-1.7741935483870976
1993.0,2.0,-2.678571428571429
1993.0,3.0,-0.6630824372759866
1993.0,4.0,3.722222222222224
1993.0,5.0,13.458781362007167
1993.0,6.0,12.203703703703702
1993.0,7.0,16.093189964157702
1993.0,8.0,13.637992831541217
1993.0,9.0,6.500000000000001
1993.0,10.0,3.7813620071684575
1993.0,11.0,-3.037037037037036
1993.0,12.0,-2.9569892473118284
1994.0,1.0,-3.9784946236559127
1994.0,2.0,-12.956349206349206
1994.0,3.0,-2.580645161290322
1994.0,4.0,5.203703703703705
1994.0,5.0,8.45878136200717
1994.0,6.0,12.870370370370368
1994.0,7.0,19.928315412186382
1994.0,8.0,15.591397849462364
1994.0,9.0,11.14814814814815
1994.0,10.0,4.856630824372761
1994.0,11.0,-0.4259259259259254
1994.0,12.0,-0.4838709677419356
1995.0,1.0,-3.1541218637992827
1995.0,2.0,-0.3769841269841261
1995.0,3.0,0.1971326164874536
1995.0,4.0,3.3888888888888893
1995.0,5.0,9.211469534050176
1995.0,6.0,17.555555555555554
1995.0,7.0,16.0752688172043
1995.0,8.0,16.200716845878137
1995.0,9.0,10.944444444444446
1995.0,10.0,8.046594982078851
1995.0,11.0,-2.1666666666666656
1995.0,12.0,-8.010752688172042
1996.0,1.0,-6.093189964157706
1996.0,2.0,-10.134099616858236
1996.0,3.0,-3.2078853046594977
1996.0,4.0,3.259259259259259
1996.0,5.0,9.265232974910399
1996.0,6.0,13.57407407407407
1996.0,7.0,14.749103942652326
1996.0,8.0,17.688172043010752
1996.0,9.0,8.85185185185185
1996.0,10.0,6.774193548387098
1996.0,11.0,3.4074074074074066
1996.0,12.0,-5.089605734767024
1997.0,1.0,-4.103942652329748
1997.0,2.0,-3.234126984126985
1997.0,3.0,-0.6989247311827955
1997.0,4.0,2.018518518518518
1997.0,5.0,8.440860215053764
1997.0,6.0,16.59259259259259
1997.0,7.0,18.584229390681
1997.0,8.0,18.530465949820794
1997.0,9.0,10.518518518518515
1997.0,10.0,3.046594982078853
1997.0,11.0,0.2407407407407389
1997.0,12.0,-3.3333333333333326
1998.0,1.0,-1.7204301075268817
1998.0,2.0,-4.444444444444445
1998.0,3.0,-4.21146953405018
1998.0,4.0,2.944444444444443
1998.0,5.0,10.448028673835124
1998.0,6.0,14.611111111111107
1998.0,7.0,16.308243727598562
1998.0,8.0,13.763440860215052
1998.0,9.0,11.703703703703706
1998.0,10.0,5.913978494623657
1998.0,11.0,-3.314814814814813
1998.0,12.0,-1.9892473118279577
1999.0,1.0,-5.481481481481482
1999.0,2.0,-7.1230158730158735
1999.0,3.0,-1.2724014336917555
1999.0,4.0,5.907407407407409
1999.0,5.0,8.100358422939065
1999.0,6.0,18.555555555555557
1999.0,7.0,19.31899641577061
1999.0,8.0,15.501792114695341
1999.0,9.0,12.925925925925924
1999.0,10.0,6.86379928315412
1999.0,11.0,2.722222222222221
1999.0,12.0,-2.078853046594982
2000.0,1.0,-2.7240143369175622
2000.0,2.0,-2.3563218390804606
2000.0,3.0,-0.6272401433691756
2000.0,4.0,6.425925925925928
2000.0,5.0,10.949820788530465
2000.0,6.0,14.5
2000.0,7.0,16.97132616487455
2000.0,8.0,15.555555555555555
2000.0,9.0,9.740740740740737
2000.0,10.0,8.978494623655916
2000.0,11.0,4.666666666666665
2000.0,12.0,1.254480286738351
2001.0,1.0,-2.114695340501791
2001.0,2.0,-7.896825396825397
2001.0,3.0,-3.584229390681004
2001.0,4.0,5.499999999999999
2001.0,5.0,9.641577060931896
2001.0,6.0,14.203703703703706
2001.0,7.0,20.412186379928315
2001.0,8.0,16.397849462365592
2001.0,9.0,12.148148148148147
2001.0,10.0,8.136200716845877
2001.0,11.0,-0.01851851851851944
2001.0,12.0,-7.060931899641577
2002.0,1.0,-3.5125448028673842
2002.0,2.0,-0.813492063492064
2002.0,3.0,0.358422939068102
2002.0,4.0,5.796296296296294
2002.0,5.0,12.060931899641577
2002.0,6.0,16.37037037037037
2002.0,7.0,19.39068100358423
2002.0,8.0,19.37275985663082
2002.0,9.0,11.203703703703702
2002.0,10.0,0.5913978494623644
2002.0,11.0,-2.7777777777777777
2002.0,12.0,-8.207885304659497
2003.0,1.0,-9.802867383512543
2003.0,2.0,-5.753968253968253
2003.0,3.0,-1.4874551971326155
2003.0,4.0,2.5
2003.0,5.0,9.85663082437276
2003.0,6.0,13.111111111111112
2003.0,7.0,20.322580645161285
2003.0,8.0,15.913978494623654
2003.0,9.0,11.5
2003.0,10.0,3.5483870967741953
2003.0,11.0,2.907407407407408
2003.0,12.0,-0.9677419354838712
2004.0,1.0,-7.204301075268818
2004.0,2.0,-4.885057471264368
2004.0,3.0,-1.4157706093189955
2004.0,4.0,4.4259259259259265
2004.0,5.0,10.125448028673837
2004.0,6.0,12.999999999999996
2004.0,7.0,16.344086021505376
2004.0,8.0,16.684587813620066
2004.0,9.0,12.259259259259261
2004.0,10.0,5.609318996415769
2004.0,11.0,-0.27777777777777773
2004.0,12.0,-0.44802867383512457
2005.0,1.0,-0.9856630824372754
2005.0,2.0,-5.674603174603175
2005.0,3.0,-6.397849462365591
2005.0,4.0,4.351851851851853
2005.0,5.0,10.268817204301076
2005.0,6.0,14.129629629629628
2005.0,7.0,18.924731182795696
2005.0,8.0,16.14695340501792
2005.0,9.0,12.277777777777777
2005.0,10.0,7.060931899641577
2005.0,11.0,3.629629629629629
2005.0,12.0,-3.387096774193549
2006.0,1.0,-4.71326164874552
2006.0,2.0,-9.087301587301587
2006.0,3.0,-6.666666666666665
2006.0,4.0,3.8148148148148153
2006.0,5.0,10.57347670250896
2006.0,6.0,16.25925925925926
2006.0,7.0,18.90681003584229
2006.0,8.0,18.100358422939067
2006.0,9.0,13.685185185185182
2006.0,10.0,7.634408602150539
2006.0,11.0,1.6481481481481493
2006.0,12.0,3.27956989247312
2007.0,1.0,-2.2759856630824378
2007.0,2.0,-9.662698412698413
2007.0,3.0,2.831541218637992
2007.0,4.0,5.185185185185186
2007.0,5.0,10.985663082437277
2007.0,6.0,15.462962962962964
2007.0,7.0,17.240143369175627
2007.0,8.0,17.1505376344086
2007.0,9.0,10.925925925925924
2007.0,10.0,6.433691756272399
2007.0,11.0,0.0740740740740738
2007.0,12.0,1.648745519713262
2008.0,1.0,-0.21505376344086
2008.0,2.0,0.344827586206896
2008.0,3.0,-0.5197132616487444
2008.0,4.0,6.2407407407407405
2008.0,5.0,10.734767025089603
2008.0,6.0,14.537037037037033
2008.0,7.0,17.060931899641574
2008.0,8.0,14.802867383512543
2008.0,9.0,9.59259259259259
2008.0,10.0,8.225806451612902
2008.0,11.0,2.4814814814814823
2008.0,12.0,0.43010752688172
2009.0,1.0,-3.9784946236559127
2009.0,2.0,-5.0
2009.0,3.0,-1.792114695340502
2009.0,4.0,4.5740740740740735
2009.0,5.0,11.487455197132617
2009.0,6.0,14.111111111111112
2009.0,7.0,17.132616487455195
2009.0,8.0,16.0752688172043
2009.0,9.0,12.833333333333332
2009.0,10.0,3.315412186379929
2009.0,11.0,2.555555555555556
2009.0,12.0,-5.340501792114695
2010.0,1.0,-12.562724014336917
2010.0,2.0,-9.126984126984128
2010.0,3.0,-2.580645161290322
2010.0,4.0,4.61111111111111
2010.0,5.0,11.899641577060931
2010.0,6.0,14.88888888888889
2010.0,7.0,22.32974910394265
2010.0,8.0,17.670250896057347
2010.0,9.0,11.5
2010.0,10.0,5.053763440860212
2010.0,11.0,-1.7037037037037033
2010.0,12.0,-8.870967741935484
2011.0,1.0,-5.4480286738351245
2011.0,2.0,-11.944444444444445
2011.0,3.0,-1.5949820788530469
2011.0,4.0,5.962962962962965
2011.0,5.0,10.734767025089603
2011.0,6.0,17.37037037037037
2011.0,7.0,20.788530465949822
2011.0,8.0,16.827956989247312
2011.0,9.0,13.07407407407407
2011.0,10.0,7.670250896057346
2011.0,11.0,4.370370370370369
2011.0,12.0,2.1863799283154126
2012.0,1.0,-5.0
2012.0,2.0,-8.160919540229886
2012.0,3.0,-0.14336917562724003
2012.0,4.0,3.9074074074074066
2012.0,5.0,11.11111111111111
2012.0,6.0,13.611111111111112
2012.0,7.0,17.90322580645161
2012.0,8.0,15.28673835125448
2012.0,9.0,11.759259259259256
2012.0,10.0,5.860215053763441
2012.0,11.0,3.240740740740742
2012.0,12.0,-6.630824372759856
2013.0,1.0,-5.860215053763441
2013.0,2.0,-2.6190476190476195
2013.0,3.0,-6.756272401433691
2013.0,4.0,2.7592592592592604
2013.0,5.0,13.297491039426525
2013.0,6.0,17.814814814814813
2013.0,7.0,18.028673835125446
2013.0,8.0,17.025089605734763
2013.0,9.0,11.592592592592592
2013.0,10.0,6.57706093189964
2013.0,11.0,3.5555555555555545
2013.0,12.0,1.3620071684587822
2014.0,1.0,-7.508960573476701
2014.0,2.0,-0.3769841269841261
2014.0,3.0,1.5232974910394266
2014.0,4.0,5.611111111111112
2014.0,5.0,10.824372759856631
2014.0,6.0,13.555555555555554
2014.0,7.0,19.982078853046595
2014.0,8.0,17.293906810035843
2014.0,9.0,11.888888888888888
2014.0,10.0,5.734767025089606
2014.0,11.0,2.314814814814813
2014.0,12.0,-1.146953405017922
2015.0,1.0,-1.8100358422939065
2015.0,2.0,0.11904761904761962
2015.0,3.0,1.6666666666666663
2015.0,4.0,5.166666666666665
2015.0,5.0,9.587813620071682
2015.0,6.0,13.537037037037035
2015.0,7.0,16.0752688172043
2015.0,8.0,16.702508960573475
2015.0,9.0,12.537037037037038
2015.0,10.0,5.179211469534048
2015.0,11.0,4.592592592592592
2015.0,12.0,2.2043010752688175
2016.0,1.0,-10.232974910394269
2016.0,2.0,-0.4406130268199229
2016.0,3.0,0.07168458781362198
2016.0,4.0,4.648148148148148
2016.0,5.0,13.853046594982077
2016.0,6.0,15.370370370370368
2016.0,7.0,17.419354838709676
2016.0,8.0,15.896057347670247
2016.0,9.0,12.444444444444441
2016.0,10.0,4.498207885304658
2016.0,11.0,-0.5363984674329496
2016.0,12.0,-0.78853046594982
